student_pk,person_uid,profile_academic_year,profile_academic_year_desc,profile_academic_period_desc,profile_college,profile_college_desc,profile_residence,profile_residence_desc,profile_high_school_percentile,profile_highest_sat_math,profile_highest_sat_writing,profile_highest_sat_crit_read,profile_highest_act_english,profile_highest_act_math,profile_highest_act_reading,profile_highest_act_sci_reason,profile_highest_act_composite,profile_highest_act_englwrit
4577,1496227,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,90,,,,26,26,21,23,24,25
4740,1496867,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,83,,,,28,28,29,26,27,25
1352,1463814,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,660,600,720,33,28,33,34,32,30
6421,1513098,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,750,620,560,,,,,,
6429,1562683,2016,Fall 2015,Fall 2015,LA,College of Liberal Arts,R,Resident,53,540,570,540,,,,,,
798,1536067,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,72,,,,27,31,34,34,32,26
4050,1491639,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,77,520,500,490,,,,,,
2892,1513885,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,89,,,,33,33,35,36,34,28
5972,1532019,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,800,650,630,,,,,,
6670,1536808,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,690,670,670,,,,,,
5949,1536498,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,,,,,,,,,
3442,1463917,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,550,570,680,28,25,34,25,28,27
3750,1467129,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,58,,,,24,26,21,25,23,17
3337,1540073,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,F,Foreign,,750,620,630,,,,,,
4182,1543818,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,750,580,410,,,,,,
4180,1504449,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,86,620,530,550,24,29,26,26,26,24
401,1292853,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,72,,,,25,25,28,30,27,24
2836,1472303,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,69,,,,20,19,20,21,20,17
363,1460224,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,,640,670,610,,,,,,
1635,1499827,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,,660,550,550,25,27,24,28,26,24
1773,1460132,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,72,510,490,520,15,24,24,20,21,16
472,1433503,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,90,740,610,600,,,,,,
6687,1526678,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,620,620,590,,,,,,
1704,1268696,2016,Academic Year 2015-2016,Fall 2015,ID,School of Interdisciplnry Engr,N,Non-Resident,96,670,670,750,32,30,34,31,32,29
5145,1495572,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,F,Foreign,,670,750,550,,,,,,
4617,1521048,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,97,610,520,680,24,26,30,28,27,23
4296,1491195,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,92,520,580,590,,,,,,
6543,1530332,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,700,640,680,,,,,,
1619,1488771,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,520,420,520,,,,,,
4931,1504589,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,750,610,560,,,,,,
824,1460328,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,,720,600,670,,,,,,
623,1493433,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,99,,,,31,31,33,30,31,29
1870,1473230,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,78,510,540,560,23,23,25,25,24,23
2476,1384710,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,88,,,,24,32,30,27,28,23
6017,1523527,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,770,670,660,,,,,,
3322,1496212,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,66,410,520,530,,,,,,
6319,1546053,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,640,660,580,,,,,,
4655,1505341,2016,Academic Year 2015-2016,Fall 2015,V,Veterinary Technology,R,Resident,,470,550,580,,,,,,
6500,1501730,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,600,500,540,21,24,27,24,24,22
366,1467154,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,47,,,,20,24,20,24,21,19
5579,1542663,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,630,550,470,,,,,,
974,1376050,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,88,500,440,560,,,,,,
665,1491745,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,33,35,33,35,34,26
2334,1388416,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,94,560,520,590,,,,,,
2048,1387249,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,99,700,680,670,29,28,34,32,31,27
2700,1454202,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,70,490,510,510,,,,,,
5359,1496160,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,740,700,660,,,,,,
1634,1496002,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,25,33,26,27,28,25
396,1492831,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,620,620,620,23,26,29,34,28,22
1537,1381167,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,530,520,510,23,24,19,27,23,22
2985,1508178,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,710,590,580,,,,,,
5834,1549580,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,F,Foreign,,,,,,,,,,
4059,1514669,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
5289,1495584,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,590,610,690,,,,,,
650,1493262,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,24,28,22,29,25,23
2893,1495739,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,80,520,490,550,23,26,25,27,24,21
4557,1493964,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,540,470,560,21,22,25,23,23,19
1992,1388300,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,98,570,610,580,26,27,27,23,25,27
6218,1553730,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,F,Foreign,,,,,25,30,30,25,28,
3924,1477672,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,620,510,510,23,26,20,24,23,24
6258,1553246,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,92,710,720,730,,,,,,
590,1433400,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,770,650,750,32,34,34,34,34,29
1467,1491859,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,43,,,,30,29,36,32,32,28
2611,1453411,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,,710,580,750,33,36,33,36,35,30
6605,1543823,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,,,,31,31,30,30,31,27
238,1415267,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,95,700,670,660,32,29,27,27,29,29
3966,1466552,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,30,28,31,28,29,30
528,1418297,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,96,480,480,460,20,22,21,23,21,17
1653,1383493,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,690,580,490,,,,,,
3517,1498103,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,95,660,610,620,24,29,30,28,28,22
112,1472879,2016,Fall 2015,Fall 2015,M,School of Management,R,Resident,92,550,500,580,,,,,,
505,1451390,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,98,630,650,690,31,28,32,30,30,28
3189,1469095,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,620,500,530,,,,,,
5681,1527381,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,680,560,500,,,,,,
1073,1500130,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,750,680,690,,,,,,
389,1504381,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,84,530,540,510,24,21,27,22,24,23
257,1468741,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,,580,600,550,25,25,28,27,26,22
1448,1462704,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,95,680,630,570,,,,,,
5996,1523785,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,770,700,710,31,29,32,36,31,26
1755,1471789,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,660,600,570,,,,,,
3316,1513913,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,,,,32,33,35,35,33,28
5189,1516164,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,560,650,580,30,26,30,22,27,28
5724,1502440,2016,Academic Year 2015-2016,Fall 2015,BE,School of Biomedical Engr,N,Non-Resident,97,720,710,610,,,,,,
4152,1503672,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,97,640,630,660,32,29,33,28,31,29
31,1461966,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,73,,,,29,26,25,26,26,25
6489,1547962,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,65,740,700,570,,,,,,
6328,1492639,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,440,520,420,21,19,21,21,21,21
2074,1461151,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,98,620,490,530,24,25,27,29,26,22
1789,1464277,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,630,650,730,33,26,31,26,29,30
5906,1540203,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,690,710,650,,,,,,
1615,1498283,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,660,550,550,26,26,25,25,26,23
3501,1481700,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,550,520,470,,,,,,
2653,1381243,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,69,500,520,530,32,23,25,25,26,30
3333,1533432,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,770,670,730,,,,,,
2451,1452069,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,630,560,600,,,,,,
466,1388831,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,98,670,600,620,26,26,21,25,25,25
4133,1503673,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,680,550,570,,,,,,
1542,1374597,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,31,29,32,31,30,29
4971,1494368,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,80,570,560,560,25,25,21,27,25,23
4923,1470453,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,95,500,510,500,,,,,,
2737,1463066,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,480,450,560,22,20,29,20,23,22
3991,1512782,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,510,470,430,,,,,,
6270,1522272,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,54,500,580,570,25,23,26,23,24,24
6021,1505653,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,85,510,410,510,,,,,,
2210,1509548,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,99,,,,32,31,34,29,32,32
4701,1512913,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,690,630,560,,,,,,
4015,1504552,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,84,,,,20,27,23,21,23,20
6326,1461253,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,93,620,450,470,,,,,,
4218,1508740,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,84,650,540,610,,,,,,
3551,1497980,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,90,600,520,560,24,24,29,28,26,23
6159,1541325,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,710,600,570,,,,,,
4181,1536470,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,700,670,530,,,,,,
4103,1494867,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,93,,,,28,31,23,36,30,24
1553,1460030,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,27,29,30,33,30,26
5634,1519388,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,33,30,32,34,31,31
5162,1501115,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,24,31,30,27,28,23
1397,1473785,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,86,500,510,410,24,25,22,23,23,23
3005,1504922,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,,,,22,34,20,27,26,18
2759,1318969,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,94,690,690,640,31,35,36,35,34,29
1628,1498230,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,87,470,530,490,,,,,,
1664,1433424,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,95,540,450,460,16,23,20,24,21,18
4762,1499911,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,97,740,720,760,33,32,36,34,33,30
1492,1400353,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,96,,,,31,34,30,32,30,29
5901,1513146,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,F,Foreign,,780,650,570,,,,,,
2162,1387558,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,99,560,450,470,21,25,21,23,23,
3576,1500813,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,R,Resident,,800,680,670,33,34,34,34,34,30
3573,1494769,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,17,500,480,500,21,19,27,25,23,18
4408,1499124,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,670,650,630,32,34,30,35,32,
1156,1401505,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,97,650,610,560,21,31,29,30,28,19
242,1473624,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,680,630,580,24,27,28,27,27,23
758,1511022,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,85,640,560,550,,,,,,
130,1375580,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,650,580,590,27,29,27,26,27,27
2714,1418246,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,96,800,670,700,34,36,34,34,34,31
6556,1505027,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,33,33,30,32,32,31
1399,1475293,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,94,,,,27,33,32,30,31,25
1802,1473099,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,610,610,630,31,29,32,29,30,28
4402,1503614,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,99,,,,33,34,35,34,33,32
2364,1473631,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,630,650,660,29,27,33,27,28,29
6810,1522792,2016,Fall 2015,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,520,430,460,,,,,,
2100,1376086,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,95,630,660,660,34,29,33,33,30,31
3480,1529949,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,85,630,570,630,,,,,,
599,1473730,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,570,650,690,,,,,,
5448,1456665,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,680,640,750,32,30,31,30,31,26
3203,1514528,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,,,,,,,,,
3414,1553774,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,740,540,520,,,,,,
6794,1536418,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,27,28,25,34,29,26
2329,1375661,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,67,520,490,560,,,,,,
5785,1552604,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,740,680,580,,,,,,
5865,1542521,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,73,700,630,650,,,,,,
6722,1554286,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,21,29,23,23,24,21
5998,1522656,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,71,730,600,530,,,,,,
2887,1489047,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,490,400,490,21,20,19,23,21,19
1917,1456144,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,99,740,750,690,24,26,23,21,24,23
784,1497935,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,,,,32,25,35,36,31,29
3555,1509590,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,81,,,,26,30,29,27,28,24
2212,1292687,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,98,,,,32,33,28,33,30,29
6530,1510525,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,670,730,690,,,,,,
1222,1467676,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,26,35,33,36,33,25
3058,1464007,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,83,,,,25,27,26,24,26,24
6551,1491617,2016,Academic Year 2015-2016,Fall 2015,PC,College of Pharmacy,R,Resident,90,570,500,530,,,,,,
4389,1511611,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,800,630,600,,,,,,
1400,1420241,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,86,590,610,520,23,28,24,25,25,23
5149,1471473,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,84,630,520,580,,,,,,
1558,1458866,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,R,Resident,93,680,630,600,,,,,,
3305,1502395,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,99,690,480,590,29,34,29,34,32,25
729,1495909,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,,,,28,36,23,32,30,28
5820,1548110,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,770,680,580,,,,,,
1166,1479292,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,93,,,,31,24,29,21,26,29
3106,1494447,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,35,34,31,34,34,31
3630,1504307,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,86,620,490,510,,,,,,
2523,1472689,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,91,690,500,520,,,,,,
1171,1474541,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,770,660,660,28,32,32,28,30,25
4571,1494265,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,630,580,570,23,28,20,26,24,
330,1465443,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,30,26,29,25,27,28
5133,1507461,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,560,600,490,,,,,,
4431,1510919,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,62,440,460,520,,,,,,
4890,1501068,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,,,,34,32,35,27,32,32
1650,1290763,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,720,580,710,30,34,32,30,32,26
2414,1554375,2016,Fall 2015,Fall 2015,M,School of Management,N,Non-Resident,,490,500,490,,,,,,
3447,1460801,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,98,590,490,530,,,,,,
2147,1499846,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,76,560,450,460,,,,,,
6521,1553484,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,78,610,570,730,,,,,,
4779,1551351,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,20,18,18,21,19,21
1506,1464363,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,R,Resident,,680,690,620,34,33,27,31,30,31
4485,1505557,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,750,600,680,,,,,,
536,1454090,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,79,800,690,700,32,36,34,36,34,31
2666,1479601,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,76,560,550,540,23,24,22,24,23,22
5141,1488053,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,,,,25,21,23,24,23,24
390,1502963,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,770,760,580,,,,,,
4130,1543306,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,F,Foreign,,,,,,,,,,
1945,1436017,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,97,670,550,640,24,30,29,22,26,23
2585,1474664,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,76,600,550,530,28,28,29,28,28,25
5338,1493739,2016,Academic Year 2015-2016,Fall 2015,BE,School of Biomedical Engr,N,Non-Resident,,,,,33,31,33,33,33,30
1955,1459971,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,81,,,,27,30,30,33,30,26
5816,1553350,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,590,680,670,30,27,35,32,31,32
3921,1473340,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,96,490,580,590,33,23,34,26,29,30
4073,1489919,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,96,530,650,640,28,26,30,30,29,26
483,1461892,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,84,500,500,460,23,23,22,22,23,23
5864,1549717,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,640,650,580,,,,,,
6640,1536244,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,70,,,,31,34,33,31,30,29
3276,1467565,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,,,,30,24,29,24,27,28
148,1464381,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,98,,,,22,27,25,21,22,19
3894,1538891,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,,,,,33,35,30,30,32,29
120,1386288,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,R,Resident,76,720,520,490,24,33,24,27,27,
1898,1473983,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,92,,,,34,35,33,29,33,31
2297,1473654,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,,,,26,26,32,24,27,25
2443,1468236,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,89,650,540,550,,,,,,
1972,1467629,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,98,,,,27,29,27,26,27,24
6797,1513115,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,510,560,540,,,,,,
4649,1504599,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,,,,26,35,18,33,28,23
1578,1460624,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,790,690,690,34,36,36,35,35,30
972,1374719,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,93,670,570,550,27,28,22,29,25,22
5621,1526518,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,640,480,470,,,,,,
771,1492925,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,75,570,600,540,,,,,,
2684,1468690,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,79,630,670,650,32,30,33,35,33,29
4848,1512718,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,88,650,520,630,,,,,,
1854,1473703,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,74,540,530,510,24,26,24,20,24,22
