student_pk,person_uid,profile_academic_year,profile_academic_year_desc,profile_academic_period_desc,profile_college,profile_college_desc,profile_residence,profile_residence_desc,profile_high_school_percentile,profile_highest_sat_math,profile_highest_sat_writing,profile_highest_sat_crit_read,profile_highest_act_english,profile_highest_act_math,profile_highest_act_reading,profile_highest_act_sci_reason,profile_highest_act_composite,profile_highest_act_englwrit
3185,1462445,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,91,630,550,620,28,28,32,23,28,24
2350,1460536,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,71,540,460,420,20,20,14,23,19,19
5780,1545651,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,740,550,690,,,,,,
3387,1499474,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,99,,,,34,30,34,32,32,31
2359,1463785,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,84,570,530,510,26,25,25,23,23,23
2135,1468910,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,520,540,520,26,23,23,23,24,25
4410,1504114,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,,690,670,690,,,,,,
581,1370342,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,100,800,770,690,36,36,36,34,36,32
5717,1469054,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,71,580,520,670,20,26,24,22,23,20
5796,1502744,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,32,30,35,33,33,29
3786,1496470,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,97,660,620,650,,,,,,
522,1418350,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,87,770,700,770,,,,,,
6555,1530044,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,620,610,520,,,,,,
3328,1522434,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,670,650,750,32,36,34,35,33,28
3289,1500326,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,630,630,590,,,,,,
5904,1533263,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,,550,420,550,,,,,,
5218,1505814,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,N,Non-Resident,,640,450,480,26,32,24,28,28,25
3232,1473702,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,610,600,580,,,,,,
1555,1473726,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,470,580,480,,,,,,
817,1464314,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,90,580,520,610,32,27,30,30,30,27
4265,1549731,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,29,32,24,32,29,
2357,1463980,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,R,Resident,,770,640,620,34,34,30,27,31,33
4445,1536545,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,700,680,660,,,,,,
80,1462028,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,98,740,680,720,35,34,36,27,33,31
5587,1492956,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,800,600,670,,,,,,
1717,1388409,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,90,600,530,600,28,28,27,26,27,24
190,1397165,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,90,650,470,530,21,26,23,23,23,20
3230,1418360,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,82,590,630,650,27,27,30,30,29,28
5266,1502390,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,95,460,490,460,20,18,21,17,19,19
1563,1448182,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,89,550,510,510,22,24,21,24,23,23
5922,1502180,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,770,630,730,,,,,,
1871,1473214,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,610,530,540,24,20,19,24,22,24
2949,1461320,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,770,690,750,,,,,,
5221,1490469,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,32,35,33,34,34,29
5690,1546260,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,740,580,500,,,,,,
3941,1500418,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,,,,27,27,24,27,26,25
3095,1468046,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,33,28,30,29,30,29
6174,1516636,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,88,,,,28,28,28,26,26,24
726,1472383,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,740,710,680,,,,,,
5710,1473343,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,800,640,520,,,,,,
5680,1524484,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,690,630,600,29,34,24,26,28,25
3100,1538869,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,34,35,32,36,34,31
5313,1501022,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,25,31,24,28,27,23
560,1466372,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,83,,,,27,32,27,26,28,26
5385,1468351,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,91,580,500,520,18,26,24,25,23,19
841,1509698,2016,Academic Year 2015-2016,Fall 2015,EV,Div of Environ & Ecol Engr,N,Non-Resident,,710,680,690,31,32,34,36,33,27
5405,1494909,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,N,Non-Resident,,,,,23,30,33,32,30,21
3280,1501504,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,530,490,500,,,,,,
1645,1502355,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,650,630,720,,,,,,
6044,1494958,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,91,,,,32,30,34,34,33,29
1838,1460886,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,57,520,620,580,,,,,,
1000,1453844,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,650,570,670,34,30,36,35,33,32
4281,1465464,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,,,,32,32,32,30,31,27
4387,1508420,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,780,530,420,,,,,,
2466,1460431,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,74,600,400,410,25,31,23,24,26,25
6772,1517691,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,560,440,630,25,26,34,26,28,22
2770,1405786,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,510,500,600,26,20,29,25,25,25
6241,1514142,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,490,420,470,15,19,19,18,18,17
2233,1473796,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,,800,560,600,22,30,31,28,28,
5122,1533450,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,,,,,,
276,1456146,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,96,680,640,680,,,,,,
1886,1407259,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,650,580,550,,,,,,
3512,1454180,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,84,590,480,390,,,,,,
152,1453681,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,,,,,32,28,25,24,27,29
4258,1513841,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,R,Resident,87,610,570,570,30,28,24,27,27,28
6154,1539475,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,,,,,26,34,24,30,27,25
595,1459652,2016,Fall 2015,Fall 2015,S,College of Science,R,Resident,,750,720,720,,,,,,
5355,1491827,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,85,,,,34,32,32,29,32,34
386,1500635,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,99,,,,33,31,33,29,32,30
6599,1552596,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,620,510,550,,,,,,
3379,1517279,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,69,520,490,430,15,25,18,25,21,15
6037,1497017,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,750,700,730,33,33,33,33,33,30
4340,1509729,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,620,550,620,,,,,,
4874,1491809,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,91,620,580,620,28,28,29,28,28,27
4662,1492849,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,99,650,550,600,,,,,,
6428,1543829,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,F,Foreign,,690,520,510,,,,,,
4533,1501719,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,95,560,500,480,,,,,,
2422,1375310,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,94,,,,26,22,29,29,27,25
3926,1512040,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,,,,30,28,29,32,30,30
2742,1465476,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,81,490,420,480,17,21,21,24,21,
3712,1505232,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,550,500,550,,,,,,
4251,1513078,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,800,670,610,,,,,,
2986,1473079,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,N,Non-Resident,91,800,690,720,35,35,33,36,35,33
4509,1512279,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,78,,,,29,28,31,35,31,27
848,1511532,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,720,630,580,,,,,,
2888,1488910,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,540,570,470,,,,,,
3111,1498312,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,75,520,420,440,,,,,,
5263,1533497,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,610,600,580,30,26,23,24,26,28
1390,1445584,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,R,Resident,,670,750,650,,,,,,
6209,1537424,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,720,470,430,,,,,,
5619,1535671,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,83,,,,25,25,21,23,23,25
1691,1456200,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,R,Resident,94,690,640,680,31,34,33,32,33,30
3382,1502831,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,660,580,560,29,28,26,24,27,27
559,1466190,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,,,,24,21,21,23,22,23
6647,1522697,2016,Academic Year 2015-2016,Fall 2015,CE,School of Civil Engineering,N,Non-Resident,69,720,560,600,,,,,,
5393,1481291,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,99,,,,34,33,33,32,33,31
3663,1505609,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,79,610,490,550,,,,,,
2096,1468382,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,86,640,590,520,,,,,,
50,1451262,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,600,460,430,16,25,18,19,20,20
5219,1511982,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,,,,26,24,27,21,25,25
1661,1375700,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,95,620,700,610,,,,,,
4323,1492990,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,560,610,630,25,22,31,23,25,22
243,1418989,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,R,Resident,,680,480,570,27,32,31,31,29,24
2943,1433137,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,R,Resident,91,,,,29,31,35,35,32,28
4900,1490477,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,N,Non-Resident,,,,,29,30,26,28,28,27
4760,1490458,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,91,,,,32,27,32,28,30,26
6366,1523441,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,770,540,480,,,,,,
5524,1512498,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,,630,490,500,,,,,,
6314,1535906,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,,,,23,30,31,26,28,23
1973,1472948,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,93,580,630,590,,,,,,
6234,1513428,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,,690,690,620,,,,,,
5627,1535772,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,740,510,460,,,,,,
3169,1451360,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,98,660,590,580,22,30,18,30,25,21
2529,1447254,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,N,Non-Resident,97,,,,35,36,36,35,36,32
4925,1493558,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,N,Non-Resident,81,,,,26,24,27,27,25,20
3917,1496505,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,78,430,440,460,,,,,,
3689,1511682,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,660,690,610,,,,,,
743,1508906,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,F,Foreign,,720,590,560,,,,,,
6312,1549689,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,F,Foreign,,660,430,460,,,,,,
5833,1536201,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,F,Foreign,,700,540,560,,,,,,
5340,1491747,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,35,36,35,36,36,33
3244,1473189,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,82,410,520,580,,,,,,
1443,1456166,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,88,600,490,510,,,,,,
4816,1491314,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,94,550,490,450,,,,,,
3243,1464752,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,440,450,730,25,22,31,26,26,23
2815,1288997,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,97,620,590,590,25,28,23,28,26,26
809,1376099,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,100,750,720,800,34,36,33,26,32,32
975,1387261,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,87,580,580,480,25,21,19,21,21,25
349,1463443,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,33,31,33,31,32,31
5879,1514132,2016,Academic Year 2015-2016,Fall 2015,ID,School of Interdisciplnry Engr,N,Non-Resident,97,,,,35,36,34,35,34,31
3456,1456190,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,580,580,450,25,26,19,21,23,24
1557,1468462,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,83,620,410,500,,,,,,
2967,1453776,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,,,,36,35,35,36,36,32
5164,1504344,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,91,,,,27,21,24,18,23,26
5182,1538683,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,570,550,640,,,,,,
1510,1464733,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,88,730,600,650,33,32,34,29,32,31
5165,1500458,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,690,650,660,,,,,,
4534,1506511,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,,690,730,650,,,,,,
2290,1460493,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,87,630,520,510,23,26,22,26,24,
1187,1453691,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,90,690,590,640,30,28,27,30,28,25
3475,1491318,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,92,770,740,790,,,,,,
3692,1503015,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,,,,29,28,26,29,27,27
2313,1469024,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,99,580,550,520,22,24,23,23,23,23
2565,1468812,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,,620,490,550,,,,,,
5867,1389766,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,75,500,440,420,,,,,,
4205,1501300,2016,Academic Year 2015-2016,Fall 2015,EU,College of Education,R,Resident,,590,630,680,28,26,28,25,27,25
1935,1387767,2016,Academic Year 2015-2016,Fall 2015,V,Veterinary Technology,R,Resident,93,550,620,530,,,,,,
5160,1451549,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,540,450,600,,,,,,
1844,1478392,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,76,550,590,600,,,,,,
6090,1526478,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,F,Foreign,,650,550,650,,,,,,
3506,1472683,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,39,470,460,560,,,,,,
1656,1375616,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,R,Resident,,420,470,520,,,,,,
2968,1459821,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,95,540,570,600,25,25,29,20,25,24
1679,1460997,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,87,520,460,410,,,,,,
914,1310580,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,68,,,,25,27,23,26,24,23
6636,1521585,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,,,,,,
1391,1453475,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,,,,,23,27,19,22,22,23
6380,1513437,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,710,710,690,,,,,,
1950,1473586,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,75,540,500,550,,,,,,
1702,1463402,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,,,,33,28,33,26,30,31
3784,1472949,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,R,Resident,93,590,570,630,28,23,28,24,25,27
3879,1505119,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,R,Resident,,,,,30,29,34,27,30,29
6553,1530235,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,,,,28,28,31,25,28,26
6848,1511115,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,F,Foreign,,700,600,450,22,28,20,24,23,
4498,1500670,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,94,670,710,540,34,33,25,25,28,32
5325,1493606,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,95,,,,31,27,30,26,28,30
1038,1434123,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,,550,430,420,18,26,18,22,20,17
2011,1461993,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,67,,,,25,24,20,24,23,22
6835,1515917,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,700,780,650,35,32,33,27,32,30
5197,1525391,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,N,Non-Resident,,730,620,490,,,,,,
5605,1515210,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,F,Foreign,,800,540,460,,,,,,
3706,1532264,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,N,Non-Resident,,,,,26,23,34,32,29,25
397,1506107,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,600,640,610,,,,,,
314,1479685,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,92,770,650,720,33,29,32,30,31,29
6561,1540259,2016,Academic Year 2015-2016,Fall 2015,EC,School of Elec & Computer Engr,F,Foreign,,690,570,620,,,,,,
4774,1485127,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,94,540,570,610,,,,,,
2090,1451385,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,700,660,680,30,28,29,25,28,30
111,1458638,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,640,660,670,,,,,,
1466,1504745,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,800,720,600,,,,,,
4764,1494971,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,630,610,510,25,29,26,27,26,25
4708,1512931,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,770,670,500,,,,,,
4869,1462424,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,91,630,510,580,24,27,28,28,27,22
1859,1496881,2016,Academic Year 2015-2016,Fall 2015,IE,School of Industrial Engr,N,Non-Resident,90,,,,35,33,30,32,32,32
55,1481136,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,R,Resident,86,480,560,590,,,,,,
1597,1500664,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,99,640,530,630,,,,,,
6310,1526790,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,75,490,550,510,20,21,21,22,21,21
6549,1498494,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,F,Foreign,,620,540,540,,,,,,
3428,1568439,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,F,Foreign,,,,,26,31,20,25,26,25
742,1468567,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,740,640,580,,,,,,
1168,1464214,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,95,580,500,600,26,26,29,25,26,25
6631,1532920,2016,Academic Year 2015-2016,Fall 2015,E,First Year Engineering,N,Non-Resident,,,,,34,35,33,35,34,32
2821,1384209,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,65,580,440,570,,,,,,
1379,1373454,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,,610,510,620,31,24,30,24,27,28
5561,1519063,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,770,750,700,,,,,,
866,1405691,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,90,500,520,520,,,,,,
6238,1495697,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,,,,,31,26,27,26,28,29
2635,1510110,2016,Academic Year 2015-2016,Fall 2015,AE,School of Aero and Astro Engr,N,Non-Resident,,,,,33,35,31,26,31,31
4926,1463778,2016,Academic Year 2015-2016,Fall 2015,CH,School of Chemical Engineering,N,Non-Resident,,,,,34,34,34,35,34,30
5828,1552418,2016,Academic Year 2015-2016,Fall 2015,M,School of Management,F,Foreign,,700,560,530,,,,,,
4516,1452396,2016,Academic Year 2015-2016,Fall 2015,US,Exploratory Studies,R,Resident,,570,550,600,25,27,30,26,27,
954,1460495,2016,Academic Year 2015-2016,Fall 2015,ID,School of Interdisciplnry Engr,R,Resident,92,670,580,660,24,27,33,31,29,22
1889,1434460,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,R,Resident,85,670,520,560,26,33,30,36,31,25
2396,1494913,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,95,,,,34,27,32,30,31,29
6773,1522569,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,F,Foreign,,760,490,520,,,,,,
187,1394827,2016,Academic Year 2015-2016,Fall 2015,A,College of Agriculture,R,Resident,81,530,560,550,,,,,,
5185,1493819,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,N,Non-Resident,,580,600,530,23,27,24,24,25,23
6216,1484566,2016,Academic Year 2015-2016,Fall 2015,LA,College of Liberal Arts,R,Resident,85,360,480,510,,,,,,
1023,1472769,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,F,Foreign,,680,590,540,,,,,,
2813,1468624,2016,Academic Year 2015-2016,Fall 2015,AB,School of Agr and Bio Engr,R,Resident,98,750,480,590,,,,,,
2417,1349745,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,93,630,600,480,,,,,,
3560,1489457,2016,Academic Year 2015-2016,Fall 2015,S,College of Science,R,Resident,94,590,550,560,,,,,,
1142,1365453,2016,Academic Year 2015-2016,Fall 2015,MS,School of Materials Engr,N,Non-Resident,93,,,,28,28,33,31,30,25
1338,1475316,2016,Academic Year 2015-2016,Fall 2015,PP,Pre-Pharmacy,R,Resident,84,550,420,450,19,26,13,22,19,18
6278,1530325,2016,Academic Year 2015-2016,Fall 2015,HH,College of Health & Human Sci,N,Non-Resident,,600,480,480,,,,,,
3597,1513713,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,N,Non-Resident,,640,550,600,28,32,33,27,30,25
241,1400396,2016,Academic Year 2015-2016,Fall 2015,ME,School of Mechanical Engr,N,Non-Resident,,,,,30,34,29,30,30,28
3790,1465894,2016,Academic Year 2015-2016,Fall 2015,CN,Construction Engineering Mgmt,N,Non-Resident,,,,,29,32,22,31,28,22
3973,1456171,2016,Academic Year 2015-2016,Fall 2015,PI,Polytechnic Institute,R,Resident,63,650,560,510,,,,,,
